8	3658	3	13.63
31791	14	3	10.08
401	116	4	6.23
21767	10337	3	59.67
12304	40535	3	66.13
3049	12	13	22.8
12385	7	3	16.95
107	4025	3	10.45
2361	5080	6	88.79
18920	14	3	5.88
106	559	5	4.8
1154	145	3	12.16
190	6052	4	36.11
8203	9	7	56.74
7117	162	3	24.5
49919	12	3	18.18
7419	14	10	25.37
4706	491	5	55.45
296	1018	5	35.25
4007	131	5	36.28
7236	2564	7	113.03
2030	4008	4	52.22
368	1221	8	70.34
7586	102	4	11.92
2568	5088	4	56.17
1221	102	14	26.36
58	1618	11	58.19
231	615	6	35.49
14951	12	3	6.09
26912	106	4	34.12
2675	30473	4	75.8
17551	417	3	38.41
605	325	38	398.52
7	142	21	11.29
643	243	3	14.21
9766	175	3	27.75
845	14	171	793.15
2806	40522	3	56.36
489	21	4	6.26
491	867	4	28.7
53456	14	3	16.55
8217	101	9	41.89
1090	4661	3	34.34
102	2129	7	11.7
825	102	8	4.02
216	696	3	13.74
46599	14	3	16.55
3991	180	16	178.77
1884	101	6	5.75
19819	14	4	11.5
543	901	4	29.74
1088	618	5	42.39
101	1634	53	266.91
189	1654	5	34.07
102	779	16	22.43
278	289	3	10.92
872	102	60	248.31
108	8297	3	15.79
4709	196	4	34.58
119	4136	5	33.05
1035	733	10	101.3
454	758	8	65.98
390	568	3	16.55
2285	172	3	18.6
302	107	9	10.14
209	294	3	9.16
351	102	24	22.78
510	2284	8	85.44
142	12098	3	26.58
101	309	24	12.93
5297	175	3	23.71
102	3545	4	6.19
5231	12	5	5.24
6924	122	23	291.92
371	10344	3	33.83
529	13039	3	36.99
6676	14	13	38.66
8850	106	6	39.06
121	8158	5	41.21
1057	813	6	55.69
338	102	20	12.97
3399	12	7	6.19
507	9314	5	63.44
654	782	5	39.93
4675	196	5	45.6
12821	116	3	22.69
8	33254	4	47.44
110	1521	12	60.82
380	101	19	9.55
108	5488	8	51.59
113	2334	4	17.11
24176	12	3	10.16
17592	2215	3	48.11
141	1826	39	410.5
12	8528	4	5.81
11936	14	14	77.22
3566	396	3	27.23
156	9696	4	37.78
6725	101	3	5.6
7745	14	16	63.26
231	176	3	6.04
121	13942	3	25.06
711	487	17	166.47
4831	729	3	32.35
407	791	3	18.48
12	26608	4	16.81
25032	14	3	8.62
834	1495	3	25.94
501	3765	4	40.69
1888	9053	3	42.29
1818	14	16	13.2
103	8305	3	12.65
2851	12	40	172.41
111	908	3	5.23
167	203	5	11.8
1858	107	3	6.25
113	2114	3	10.61
103	14665	3	16.53
18781	14	3	5.88
1933	14	39	102.81
119	15476	5	48.19
7	2119	54	460.17
345	376	4	20.57
7025	341	4	43.45
32149	14	4	17.19
174	297	5	17.27
2617	10017	6	99.14
34967	12	3	13.78
434	761	10	86.35
187	8818	4	39.41
1339	7	4	7.23
12	30490	4	19.34
892	283	16	145.38
1398	101	7	5.21
665	42689	3	52.3
343	110	5	5.03
438	1264	5	41.04
973	705	5	42.57
22557	14	3	7.51
111	1183	3	6.47
1453	6367	3	37.99
10237	12	4	7.44
12517	14	10	41.51
12	11539	5	12.95
7	16658	4	27.79
445	10496	4	48.88
2908	11570	14	288.47
12045	58	5	39.81
438	705	3	18.15
15565	12	6	21.71
2066	2425	3	34.42
380	1114	4	28.89
7	3357	3	8.73
110	505	9	22.3
322	286	5	24.4
320	1585	9	83.57
608	3635	3	29.59
106	1342	3	4.36
192	830	3	13.57
108	538	9	19.52
2173	123	3	14.11
7	7284	18	161.29
263	367	16	116.57
4256	237	3	25.1
15798	12	3	6.66
3433	3603	4	55.53
4692	105	3	10.36
282	1119	3	18.18
140	13306	5	52.04
10700	101	5	18.9
189	1314	6	40.32
25569	14	4	14.69
727	3000	4	41.63
14928	115	5	45.77
156	4449	3	21.3
541	820	5	38.46
45577	14	3	16.55
2152	1465	3	31.54
118	3717	23	221.11
17497	28350	3	66.49
15736	43284	3	72.46
518	116	3	4.28
102	37326	3	19.63
6472	134	4	31.96
212	58	6	4.17
116	510	3	4.2
12	19026	3	8.09
28	41072	4	61.04
35	21936	7	84.1
12	4141	6	5.7
104	513	6	5.13
183	725	5	25.89
896	1119	3	24.47
